-37.041777,69.453271
-9.551060,-0.535928
-17.440830,-1.547671
40.877729,95.836680
-38.190488,45.369893
-37.013657,7.266201
39.956870,1.205605
14.032446,42.854429
51.042075,94.438193
-20.625276,63.260264
-43.312866,58.170547
-35.415635,42.297949
41.795435,47.633916
56.820903,17.692705
29.104053,-1.253335
49.032749,70.116328
36.221655,-0.081138
37.205288,94.849180
-34.696631,0.032251
-8.969080,57.818618
55.127358,47.307754
16.621777,62.786812
-32.814907,-1.448120
34.526558,44.359526
38.170864,46.038271
-32.441870,29.675122
-35.967207,3.434609
20.833496,85.121084
21.373809,-0.053687
22.188340,68.977798
-32.181060,33.977441
-37.477795,10.794126
23.675308,87.596748
22.776250,40.099897
55.471206,10.217520
-21.374011,-1.881890
38.591265,71.156172
30.151035,91.792734
43.631343,2.642744
57.850093,37.494487
-36.948936,14.119995
30.151982,73.141753
13.430596,1.405586
45.297896,48.823662
12.891934,76.334102
57.126226,21.634180
53.704009,92.078330
26.842495,89.828867
30.812227,42.710303
17.438213,0.694351
45.555698,69.329551
15.481460,79.367280
-39.837993,68.105459
25.607568,71.642832
-17.846064,60.366045
-33.034868,38.443081
-30.031846,69.147573
-13.497676,-1.082964
2.365850,1.304648
57.560659,29.601865
25.277417,-0.748589
44.539116,96.329766
50.793804,5.912803
-13.692266,57.994961
26.981709,41.214453
-35.285581,17.454243
57.372886,85.745654
-41.557964,65.412520
57.771470,33.573169
58.879194,78.612515
42.245317,69.845879
47.267954,4.214097
34.652803,72.523315
-1.662827,0.684170
52.277310,48.845396
54.022993,7.811831
9.209751,1.850215
52.505015,71.503867
-33.796292,21.818442
-1.048423,61.384761
-42.684668,61.892407
-26.701567,67.719458
-43.405103,54.452695
-29.169946,-1.809956
7.709155,70.192246
10.313589,73.265557
12.091133,55.779834
-33.558428,69.726191
2.172710,64.159448
55.789751,89.153252
57.648384,41.314951
19.258550,65.981206
18.038198,40.556006
47.934683,95.914600
33.623115,93.484131
10.581489,51.520669
-42.735186,51.173330
-40.806714,48.244453
-4.746201,59.214551
56.329546,13.848760
58.468765,82.159707
18.116431,82.322041
14.224277,59.411992
-23.534412,65.687627
32.539497,-1.074126
48.862446,49.295635
-25.248013,-1.987749
55.660493,73.398237
11.196279,46.683438
-33.151628,25.651509
58.059028,75.782227
-5.603376,0.062534
56.900679,44.791011
5.026055,67.142192
57.340962,25.613081
